Hybridization REF	TCGA-BA-5152-01	TCGA-BA-6869-01	TCGA-BA-A6DL-01	TCGA-BB-4227-01	TCGA-BB-7864-01	TCGA-CN-4725-01	TCGA-CN-4727-01	TCGA-CN-4730-01	TCGA-CN-4731-01	TCGA-CN-4736-01	TCGA-CN-4739-01	TCGA-CN-6988-01	TCGA-CN-A49C-01	TCGA-CN-A63W-01	TCGA-CN-A641-01	TCGA-CQ-5327-01	TCGA-CQ-6227-01	TCGA-CQ-7065-01	TCGA-CQ-7069-01	TCGA-CQ-A4C9-01	TCGA-CR-5247-01	TCGA-CR-6477-01	TCGA-CR-6480-01	TCGA-CR-7364-01	TCGA-CR-7365-01	TCGA-CR-7369-01	TCGA-CR-7385-01	TCGA-CV-6933-11	TCGA-CV-6934-11	TCGA-CV-6935-11	TCGA-CV-6936-11	TCGA-CV-6938-11	TCGA-CV-6939-11	TCGA-CV-6943-11	TCGA-CV-6952-01	TCGA-CV-6955-11	TCGA-CV-6956-01	TCGA-CV-6956-11	TCGA-CV-6959-11	TCGA-CV-6960-11	TCGA-CV-6961-11	TCGA-CV-6962-11	TCGA-CV-7089-01	TCGA-CV-7091-11	TCGA-CV-7095-01	TCGA-CV-7097-11	TCGA-CV-7101-11	TCGA-CV-7103-11	TCGA-CV-7177-11	TCGA-CV-7178-11	TCGA-CV-7183-11	TCGA-CV-7235-11	TCGA-CV-7238-11	TCGA-CV-7242-01	TCGA-CV-7242-11	TCGA-CV-7245-11	TCGA-CV-7250-01	TCGA-CV-7250-11	TCGA-CV-7252-11	TCGA-CV-7253-01	TCGA-CV-7255-01	TCGA-CV-7255-11	TCGA-CV-7261-11	TCGA-CV-7406-11	TCGA-CV-7409-01	TCGA-CV-7416-11	TCGA-CV-7423-11	TCGA-CV-7424-11	TCGA-CV-7425-11	TCGA-CV-7432-11	TCGA-CV-7434-11	TCGA-CV-7437-11	TCGA-CV-7438-11	TCGA-CV-7440-11	TCGA-CV-7568-01	TCGA-CV-A45R-01	TCGA-CX-7086-01	TCGA-D6-A6EO-01	TCGA-F7-7848-01	TCGA-H7-A6C4-01	TCGA-H7-A6C4-11	TCGA-H7-A6C5-11	TCGA-HD-7917-01	TCGA-HD-8224-01	TCGA-HD-8635-11	TCGA-HD-A6HZ-11	TCGA-HD-A6I0-11	TCGA-IQ-7632-01	TCGA-P3-A5QF-01	TCGA-P3-A6T8-01	TCGA-TN-A7HJ-01	TCGA-UF-A719-01	TCGA-UF-A71D-01	TCGA-WA-A7GZ-11
23271	868.6838	1299.1418	1218.202	2330.8178	2537.508	5195.0825	2653.4729	2782.9912	2532.1908	1511.5321	1689.7011	3279.6825	536.0355	1560.7246	2420.6414	1743.6021	2416.5935	2540.6393	2822.5426	1156.2179	2085.999	1524.0389	1102.2427	3158.743	2861.5094	2557.7928	537.6601	796.3602	732.7994	1500.2111	1142.4162	1614.5008	900.2602	2299.4379	2899.9043	1690.6793	2803.7171	992.5253	2445.8216	1176.629	1164.8437	1293.6285	2099.3939	1213.554	2026.5039	1006.3694	1064.9903	1595.5005	1948.2059	771.6049	1106.3702	1084.1827	1710.0048	2608.505	1605.0217	1445.0803	1936.4435	1153.2292	2273.178	3934.6539	4183.0582	1623.6875	1693.2713	1247.3239	1805.8006	1988.2237	957.2441	1638.0744	1433.2481	730.1726	1013.463	1526.7433	1166.6667	1894.9935	4639.1816	1279.1145	2895.1584	2443.7112	2297.8013	2103.3651	1261.9718	839.4628	2166.2458	1233.9043	1320.1841	521.7933	778.1202	1921.1391	1109.5571	2012.6633	1135.3222	1522.7273	2801.2618	1109.7561
23261	523.4493	733.1426	296.5594	464.1841	598.2922	294.4031	823.0946	366.5689	468.7355	239.2916	412.3126	373.3333	618.4675	604.3639	551.398	335.456	428.2409	453.8813	354.3621	197.3279	524.9082	289.8725	389.5119	365.3547	245.6604	379.4019	428.3518	567.3047	322.5337	187.4209	300.7055	408.8748	477.8838	338.7839	264.403	258.1441	412.9646	347.0614	325.4791	249.8654	268.9508	234.7481	264.6465	627.2656	289.2001	567.9406	268.8588	326.9054	225.065	517.9012	370.7933	549.6414	385.6936	467.2344	307.4843	349.1729	475.5465	402.8181	261.2791	442.9011	267.085	380.0924	265.927	575.7746	406.8929	437.684	452.9685	256.8928	269.0537	696.8453	698.9529	297.1853	362.0219	329.974	379.7272	397.9788	233.3455	403.3459	471.6579	386.0317	611.9177	401.6568	408.67	558.1807	233.3991	479.4521	476.8875	325.3012	630.303	333.5579	441.0747	432.4966	332.0189	451.2195
10487	8687.1407	8501.4303	8146.0599	11350.2412	7915.5266	21577.8065	16453.2584	12976.1207	9501.1579	10167.6277	5301.8717	5732.6984	7171.5815	6394.401	7473.273	15640.5142	14710.8097	10719.6347	10775.8579	7527.7492	11216.0461	25289.5714	8522.4274	7938.1622	11165.283	10104.704	7098.2067	4485.7233	6951.9476	9856.4795	7155.6437	6361.3312	3176.0624	8955.0332	13254.6948	9772.4797	10678.6038	7896.8196	7235.0138	9468.4976	9716.9918	7781.4947	13630.303	3119.7794	10766.6563	5940.552	8925.3385	6743.8017	11800.312	4808.0247	11639.4231	7776.8969	6076.8487	10384.7156	8192.7571	4699.511	9723.2364	7705.5205	7930.0942	7936.2323	12047.4696	6689.2062	7838.5827	7329.0141	7435.1811	9749.264	7516.2473	8024.9453	11819.9488	5664.3565	6025.4301	9343.9659	9635.2459	10847.2042	6980.4712	11126.0828	10576.9931	9415.701	8820.4843	18063.746	4383.9653	6356.7215	8925.9259	7487.3006	9191.979	2973.8481	5883.6672	9305.0383	6344.5221	11337.7341	9524.9712	7717.0963	7706.6246	4413.3504
824	6319.2133	8398.0384	10567.8135	16611.1592	3358.3693	9254.6102	9214.7265	6029.7444	9689.208	5740.1153	11593.0098	9706.0317	10685.1873	7144.0922	6350.7401	8308.062	5707.5389	5563.4703	12536.6147	11337.1017	5890.4038	5770.9525	14705.1451	11827.1889	6574.3396	7788.193	8748.0786	7518.042	12990.1711	12501.4774	8052.9101	2870.8399	7961.8387	7421.5636	6451.4341	8912.1365	8687.2167	7776.6378	4998.4288	8116.3166	6707.3041	12390.9891	11435.1515	4635.1458	8379.9668	7590.2335	16979.1103	5178.1451	14774.415	5663.5802	10582.9327	9247.2631	9604.1566	7289.122	10846.5476	7031.8465	7729.9977	10232.8792	4869.1125	6955.0943	10487.7916	14165.4767	10062.6342	12237.7465	6421.5513	12550.0491	6224.774	13236.7615	5784.6547	8934.7681	11368.362	14103.6539	7951.275	19210.013	3870.1178	7271.4148	8273.3892	6080.5771	8331.014	9333.8413	5080.8234	9694.9918	5497.4747	13246.3083	11320.8416	4405.9776	5650.2311	8401.9715	7096.0373	9442.0046	9696.3903	9438.9417	8367.5079	7623.2349
388743	0	18.7985	2.2198	3.9589	22.7711	0.9706	0.4797	0.4189	0.4632	1.2356	2.129	3.4921	0	8.2338	11.9243	0.9612	2.5529	0.4566	1.9506	9.7636	0	0.803	52.1108	4.2582	0.3774	0.3427	0	10.0408	65.8901	5.0654	0.8818	47.5436	12.1422	2.5549	0.4265	34.5288	0	1.7588	2.7583	2.6925	0.6099	1.5469	6.0606	0	0.5258	34.5011	24.3714	1.3774	9.1524	31.4815	3.6058	10.1925	13.5331	51.2899	1.5451	2.3227	1.803	0	8.4284	0.6314	2.1825	20.5796	3.5791	5.0704	13.6516	9.8135	0	30.6346	0	18.1786	25.0561	2.6986	1.3661	113.1339	0	0	0.364	10.1297	13.7304	1.0159	2.6002	106.9411	3.367	0	0.6575	6.2267	2.3112	0	0.4662	0	15.8233	0.3392	0.7886	4.4929
829	5762.1785	4649.3666	5804.2175	5641.9646	4387.1086	7302.8146	7827.553	8297.8634	3062.5289	5657.743	5075.1353	4305.0794	4442.2179	4283.6558	4915.7072	5910.8495	5176.2266	5415.5251	4794.6163	4260.5344	4932.8789	4622.704	4968.3377	3239.6491	3194.3396	6988.2615	5265.9266	1438.3433	3172.1878	5210.6374	4339.0653	3391.046	1148.3088	5665.815	6312.8357	4961.4634	6481.4143	4492.452	3647.2571	5221.8632	4939.913	4754.52	5488.0808	917.2577	4899.0495	2437.8981	5007.7369	3707.989	6182.8393	2063.5802	10243.9904	2673.4617	2565.0072	2074.0974	5501.8831	2050.1326	4787.469	4855.4741	4818.5424	6066.7666	6819.5335	3993.2801	5082.3193	3566.7606	4242.2283	4598.1354	5098.4608	4948.3589	5785.6777	1846.8564	1969.3343	5603.3436	5302.3679	6102.0806	4172.0397	5565.9288	5889.3338	2259.8419	5162.631	5372.9473	2487.5406	3028.4925	4986.1111	3334.9084	5083.4977	1697.3848	2513.8675	5554.2169	7685.3147	2957.8284	6066.2601	3303.5889	3944.0063	2700.2567
832	7420.8775	5803.8414	5409.9889	2946.9256	4872.2799	6851.1808	7588.6829	5545.8735	7489.5785	5557.6606	6297.1702	4229.5238	6015.2567	5917.2499	5029.1941	6191.0369	6470.2034	8058.9041	6875.9245	3495.3751	7204.5097	7392.5524	5475.5937	5849.9342	5241.8868	5958.3583	5888.9838	3147.1603	4522.7521	6490.9244	6868.1658	4848.6529	3974.8482	6637.1998	6146.5177	5310.8622	5899.8187	7332.8448	6409.4948	6337.6414	7296.4344	6742.3378	7469.4949	4241.9228	6602.7009	4873.1423	5263.8298	6160.6979	5805.5122	4819.7531	6962.1394	5249.9056	5088.4485	5957.2391	6298.7929	5737.739	5747.5772	6387.6989	6124.4422	6125.4834	6196.1533	4896.6821	5588.4037	6199.4366	5727.9752	7247.3013	7617.8842	5198.6871	6673.6573	4273.6957	4774.8691	6568.437	7330.6011	5352.7308	3974.5815	7065.4475	4121.9512	3828.4092	5634.2889	7267.5556	6026.4355	3725.8692	4779.8822	4791.4944	5875.0822	5702.3661	7817.4114	6836.8018	5535.1981	6996.6321	6288.4457	4539.3487	2966.877	4455.0706
842	448.1089	508.7863	409.7669	423.6051	243.8711	153.672	570.3144	121.0725	350.6253	299.4234	433.6024	393.6508	638.5062	250.7205	171.875	183.1071	296.1308	178.0822	499.3579	200.4111	179.3393	359.731	720.6464	439.8735	167.1698	317.0251	519.8975	254.7851	562.0677	391.7265	355.3792	238.5103	194.2758	552.8871	131.7751	253.2114	100.1813	473.6919	240.76	296.1766	824.5386	526.7331	430.303	293.9322	181.4073	285.5626	641.0058	301.1938	481.3313	258.0247	436.899	319.3658	237.796	561.2108	448.8653	285.6869	413.7931	342.1788	476.4502	378.5021	255.8996	682.4864	412.3121	470.9859	227.1471	459.2738	306.3767	448.14	90.5371	215.9787	318.6238	703.6647	291.439	580.6242	185.3689	283.4456	302.1478	544.2407	607.1064	237.7143	294.6912	443.3287	183.9226	304.7844	251.1506	267.746	275.8089	470.4272	554.7786	164.354	338.2232	480.6649	281.5457	331.1938
54897	600.6051	970.5762	617.5361	493.876	1303.8288	687.4798	412.5066	430.2472	446.0398	1276.771	1583.252	1431.746	1028.8056	408.8102	1720.8059	1434.5789	925.4089	776.7123	788.0492	665.9815	292.0818	1473.0503	2266.8206	1254.4698	1134.717	1172.1361	1311.0162	2180.1067	2418.6385	2418.7421	1636.6843	3018.225	1346.9211	2003.0659	1377.881	1537.3548	1584.7688	1791.5873	1947.3579	1675.2827	1405.1308	2119.6945	1114.7475	1089.8345	819.225	753.1847	2542.3598	2245.6382	2016.0166	1811.7284	748.1971	1129.8603	1721.1213	1532.4098	1367.069	1068.4226	608.97	1296.1647	1862.6673	763.9492	907.1068	2092.3982	2894.0587	1321.1268	981.0177	2154.5633	1166.3816	1894.9672	1911.509	1881.4822	1372.1017	1905.2245	1516.8488	1106.3069	628.3323	1274.3022	1622.4973	856.1123	1139.2522	1308.4444	1461.3218	1105.5604	663.7205	1845.2451	2174.8849	829.3898	875.1926	1164.2935	463.8695	933.3154	967.1996	1585.8209	779.9685	1671.3736
200014	475.9455	870.045	769.3674	790.7955	549.8118	739.89	599.0939	343.1085	735.9889	927.9242	926.4615	783.8095	1002.391	816.797	493.0099	842.0041	592.5808	624.2009	1693.7857	958.89	494.494	1240.1887	774.0765	873.7855	746.0377	898.9804	907.2588	712.2686	647.2515	895.3145	950.1764	967.5119	986.9905	791.0066	927.9694	772.788	630.553	858.8597	762.4722	896.0689	767.821	916.1752	791.5152	877.0686	728.2584	732.4841	843.7137	758.9532	980.5512	771.6049	611.1779	848.2446	723.5379	873.9137	841.3327	812.5431	1260.7618	837.0387	780.8627	806.8819	1117.1736	735.4053	790.2649	802.8169	733.014	884.2002	981.676	786.8709	955.4987	933.1667	772.2513	981.6224	891.1658	781.2094	898.0161	1482.1944	1004.7324	516.9212	764.4494	942.7302	820.8017	719.9699	581.6498	875.9598	873.7673	980.0747	1302.0031	872.3987	635.4312	986.1242	1090.4895	742.5373	959.7792	870.9884
56267	739.2587	790.9277	619.4229	550.1423	641.2928	391.4655	1139.0267	560.4776	259.6387	316.5321	545.5087	720.6984	730.575	327.888	339.0625	567.5069	366.864	442.1324	340.0705	969.4964	672.2496	279.3536	587.002	591.1934	220.2792	543.1171	561.6465	965.5852	500.4441	765.6437	669.1138	637.5674	281.5004	828.789	351.5622	547.9971	689.5376	447.4747	397.8883	368.6053	674.3469	651.3932	515.9758	193.7431	242.7388	493.1847	725.2147	611.1433	948.7676	937.5247	1072.3618	737.8029	692.4215	453.3564	810.5302	373.3014	840.3381	578.6937	744.7248	729.2463	493.1005	649.2818	631.7717	533.893	672.6588	704.3425	603.7527	475.1072	679.9028	637.8385	557.5168	1120.1695	718.4199	823.2185	431.1748	399.0423	556.7091	865.6465	551.9139	379.4895	446.3879	602.4702	689.4318	239.1613	462.643	491.9054	566.2558	538.3023	1018.4662	217.1359	560.5604	563.9213	727.1293	502.6573
126661	6.354	12.2599	2.6637	21.7741	17.262	15.529	2.878	2.0947	12.5058	16.0626	29.4509	39.3651	5.9205	3.2935	10.6908	8.1701	13.4025	10.0457	5.8519	12.8469	7.8658	12.0446	25.3958	26.4009	9.434	5.4837	15.0299	45.1836	10.1929	7.5981	5.291	22.9794	10.4076	5.6208	3.4117	18.4976	3.6265	3.5175	13.7915	11.8471	3.0493	7.7347	10.5051	8.6682	7.8873	11.6773	19.3424	15.1515	18.3047	24.6914	13.2212	10.9475	29.9662	9.5962	2.704	4.6453	11.7196	14.6184	1.9831	3.7882	27.5542	21.4196	9.3057	3.3803	28.0616	0.4907	11.7273	6.1269	6.6496	13.4175	18.3246	7.4212	8.1967	19.5059	10.5394	6.7372	10.1929	15.0411	10.3906	8.6349	3.467	21.087	8.4175	37.8027	5.2597	2.4907	0	6.5717	15.8508	7.5441	17.1419	29.8507	3.1546	7.0603
343099	19.3646	43.3183	112.3196	116.8081	98.4299	100.3009	147.7349	42.3125	15.7573	26.3633	120.6635	91.4286	131.1625	121.8608	104.0543	103.8328	105.9625	21.9178	46.8278	50.3597	28.3167	38.5426	114.7757	99.2292	30.566	170.3367	143.5286	8.1581	44.7761	35.0359	24.2549	68.962	28.6297	74.6244	73.794	88.8049	69.3563	24.0481	78.8243	67.8514	36.6041	40.2204	82.8444	51.253	55.2109	41.9321	69.6325	50.0459	90.2756	15.4383	40.2644	46.0551	39.1493	62.2229	100.4346	56.1425	85.1927	42.7778	98.6614	53.3502	74.2245	58.7988	81.2455	44.5183	105.4471	95.7655	82.1158	66.0832	61.4066	18.1786	26.9372	88.3797	62.8597	38.0397	138.5741	69.2974	129.9818	115.4294	143.6311	54.8876	82.3402	38.1574	161.6709	112.8175	96.6469	32.3786	33.8983	43.264	173.4266	56.0528	104.1701	72.2693	53.6278	77.6637
64793	228.7443	569.6772	460.3774	762.0933	1310.4398	910.385	792.3964	715.5425	384.9004	486.8204	695.8219	519.6825	618.9229	633.1824	814.9671	286.4352	570.8815	362.1005	252.2798	411.0997	366.5443	601.4253	659.9604	449.6674	423.0189	750.9211	720.0683	88.4845	418.6385	433.5163	406.5256	360.1426	1298.3521	512.5192	487.4398	367.4854	684.4968	461.3806	579.6365	387.1836	390.3141	455.5738	500.6061	1275.8077	642.55	739.9151	517.2147	408.6318	444.3058	250	416.4663	158.5504	757.854	537.7167	413.3269	1224.0407	278.5666	814.299	527.0203	351.0378	580.2755	422.0916	672.8704	1101.9718	525.965	337.0952	373.3203	503.7199	383.6317	109.5043	156.3201	495.8711	464.4809	396.9441	615.6231	386.9105	866.0357	819.2771	903.6089	484.5714	910.0758	420.7355	589.6465	782.0437	566.7324	130.7597	108.6287	203.724	539.3939	705.3752	363.936	948.7788	353.3123	1731.7073
374969	115.5825	372.2926	279.2453	324.1371	192.8198	229.6991	174.1162	362.7985	446.9662	257.8254	211.1239	152.0635	347.9449	452.8613	226.5625	269.1337	301.2365	289.9543	168.4033	196.814	350.8128	868.8146	146.1082	260.6027	179.6226	200.8397	239.1119	164.4179	137.9687	131.279	164.4621	203.645	209.8873	143.0761	155.6566	184.1537	222.5748	142.4593	180.8655	129.7792	168.323	157.4011	145.4545	211.1899	233.9892	354.034	149.323	168.9624	170.1508	233.3333	302.2837	238.9581	136.7811	346.455	179.2371	281.4287	130.719	186.7907	135.3495	269.2763	279.9072	162.9567	108.0888	179.1549	322.329	131.5015	183.7283	149.6718	201.023	243.2466	249.813	170.3503	218.1239	132.9649	191.2585	278.6333	153.2581	469.3423	365.8967	216.381	183.7486	253.5459	186.4478	133.4908	117.0283	435.8655	278.1202	176.3417	300.2331	295.2984	270.9741	312.7544	214.511	136.0719
54482	131.6157	154.8018	224.6304	346.792	282.7399	251.0029	326.1488	266.0243	92.6355	173.3155	262.1095	260.4603	200.756	281.8773	406.5831	145.4764	150.1588	145.3653	109.8913	324.7276	156.2035	156.3746	204.7856	192.8971	113.7245	233.3442	240.4167	104.1104	151.012	181.8109	143.8624	223.7441	239.6444	289.0189	180.276	214.8803	268.3862	293.0207	259.3351	318.7561	232.8163	141.9317	218.1253	308.9204	124.2824	232.5478	240.1896	209.9862	219.1659	115.4321	362.9688	112.4122	240.4785	126.3651	265.7228	274.6388	209.5515	286.8346	362.1715	223.9287	177.7957	286.0479	211.1453	370.2479	169.0217	285.4514	267.6228	283.4136	213.8107	116.6805	102.356	196.6416	237.5319	245.0683	409.0949	247.0837	282.4754	262.9361	266.7817	163.393	311.8267	273.0714	324.4571	260.697	368.0999	106.1644	144.5146	121.9989	351.4033	103.2682	189.55	134.6201	179.7871	316.9063
81669	478.9713	1218.2264	2121.6426	1553.3836	918.9239	937.2371	924.3026	534.5622	740.1575	1175.453	2026.08	1819.0476	2456.1084	2983.5323	1822.7796	970.3232	679.6968	669.4064	1659.3248	1829.3936	404.2999	451.2697	1109.4987	472.6617	484.1509	907.2059	1082.8352	497.6467	545.6862	630.6458	634.4797	856.9731	379.8786	808.3802	1055.0534	583.2905	1390.7525	678.294	744.7403	614.4319	601.9375	605.2403	929.697	477.5414	378.0634	797.2399	560.9284	669.8806	1155.2782	825.9259	700.7212	447.7161	516.1914	1933.7947	1011.6852	886.4811	962.8127	628.0497	1489.8364	484.8867	1029.8731	758.5048	601.2885	823.662	1236.9848	1325.3189	961.6418	1201.3129	1167.7749	592.9677	543.0067	972.1772	605.6466	413.199	1528.2083	2529.3551	1250.455	1051.6461	1351.1457	1378.5397	1103.3586	1080.4569	1973.4848	2005.316	1359.6318	2990.0374	1832.0493	720.701	1939.3939	4024.7878	2496.7859	1532.2252	749.2114	2082.1566
7203	7664.1452	7543.5227	7121.4206	9620.6854	9051.8777	9599.4824	9306.821	10335.1487	7875.4053	5278.8303	6532.4226	5913.0159	4749.1745	10651.7085	7875.4112	7822.1795	6578.0614	7552.5114	4643.1184	7406.4748	7649.1872	7087.022	3964.0501	6580.2178	5525.283	6315.1401	4760.3757	3983.6837	4816.1631	6217.8134	5355.3792	5044.374	4750.2168	5878.3853	7641.2477	5023.9441	4446.5095	7515.7555	6580.5093	7105.0081	9189.4579	4224.693	9468.2828	4927.502	9234.4216	4338.1104	4580.2708	7134.5271	4718.0447	6295.679	6408.6538	4133.2578	5060.899	5681.2664	6508.9329	3598.5712	9818.3457	5945.8984	6409.0233	6481.5721	9349.6112	5414.1117	5229.7781	6072.6761	10483.2754	8523.5525	8840.4593	4361.0503	9264.9616	4397.0503	3913.9865	6578.8941	7470.8561	5602.7308	3289.8326	5589.5091	12217.328	8167.9073	6182.7628	8219.4286	6665.2221	4735.5341	9282.8283	5787.3597	6604.2078	6769.6139	8996.1479	8514.2388	6505.3613	6719.6551	8168.1226	9132.2931	8645.1104	4053.9153
9398	64.4478	40.8664	40.8435	80.6631	109.8154	62.4393	23.0236	10.8923	22.2325	84.4316	182.0279	19.3651	37.3449	60.9304	15.2138	126.3967	48.5042	79.9087	61.7695	43.6793	26.7436	316.3706	83.4433	92.8291	34.3396	70.2596	193.339	56.4794	26.9385	67.539	204.1446	43.1854	13.0095	63.8733	63.542	132.7716	104.7144	82.0753	118.6068	58.6968	43.9103	51.4358	107.0707	14.9724	60.9949	58.3864	27.0793	77.5941	35.3614	64.8148	60.6971	136.2778	75.8821	71.1441	60.2607	32.1301	18.0302	86.6275	208.7258	31.8838	73.387	76.0185	55.476	25.9155	102.0076	38.2728	80.1368	45.9519	57.289	57.5655	58.7135	78.9346	135.7013	58.8427	75.3255	81.8094	60.0655	7.674	103.1636	111.2381	91.0076	31.1284	40.404	92.7348	112.426	43.5866	51.6179	53.1216	31.2354	75.9801	110.1038	33.9213	44.164	35.9435
910	34.1906	0.4087	5.3274	0.9897	0	4.5293	0.4797	4.1894	12.969	103.3773	7.4514	0	10.4748	1.2351	7.4013	16.3403	9.8923	3.1963	6.5021	3.5971	1.5732	99.5684	0.9894	5.9615	2.2642	19.8783	51.2383	0	1.8202	2.5327	6.1728	9.5087	10.4076	18.3955	15.7789	59.6033	0	3.5175	58.7123	4.8465	6.7085	3.8673	12.1212	6.3042	25.2393	6.9002	2.7079	48.2094	1.248	11.7284	10.8173	34.3526	15.9497	17.5378	7.7257	0	0.4508	5.4142	40.6544	3.4725	0.5456	10.0798	3.2212	2.8169	0.3792	12.2669	19.0569	2.1882	79.2839	2.1641	0.7479	16.1917	26.867	1.6255	14.8791	5.2936	4.7324	3.6835	6.3086	41.1429	52.8711	1.5062	1.6835	0.5907	12.4918	3.736	1.5408	4.3812	1.3986	7.5441	1.3186	0.6784	3.1546	7.7022
912	8.472	6.5386	5.7714	121.737	3.6728	17.4701	5.7559	2.9326	9.7267	46.9522	28.7412	3.8095	31.4243	3.7052	4.1118	37.0059	32.868	3.1963	44.214	15.4162	6.817	25.2936	13.1926	8.9422	15.0943	16.7938	49.8719	9.4132	7.6447	10.553	16.3139	36.8463	15.6114	7.1538	9.382	16.8534	3.1732	5.8625	11.8213	8.616	6.7085	7.348	8.0808	40.9771	8.9389	138.535	6.5764	7.8053	2.4961	37.037	4.8077	127.5953	26.5829	29.4503	22.4046	21.6781	10.3674	28.6954	3.9663	1.8941	80.4802	26.4595	8.9477	46.1972	11.3763	6.8695	5.8637	5.6893	11.7647	22.9396	45.6245	14.1677	12.7505	17.2302	8.9895	27.4302	8.3728	8.9018	64.1989	8.127	32.9361	35.647	10.101	14.176	3.9448	33.6239	120.9553	35.5969	13.986	36.104	14.5047	10.5156	4.7319	7.0603
914	626.6263	135.2677	114.9834	25.2382	34.5239	33.9696	26.3812	25.974	69.4766	633.4432	360.8622	19.6825	186.7244	70.811	48.9309	530.5779	134.6629	10.5023	46.1646	68.3453	18.8778	371.7756	260.2243	104.3262	63.0189	194.6706	671.5628	142.4537	162.3589	152.385	247.7954	82.0127	41.6305	270.3117	256.3004	635.4948	6.7996	246.8123	527.2288	61.9278	60.3767	103.645	210.9091	63.8298	96.7506	209.6603	80.4642	281.4509	97.3479	161.1111	200.7212	302.7558	188.9802	436.1296	241.8155	73.5508	168.1316	611.2656	297.9673	9.1548	28.0998	222.1756	88.4037	107.0423	379.969	85.3778	398.2409	124.2888	714.578	115.5638	105.086	225.672	543.2605	123.8622	139.4916	230.9913	123.0433	44.5092	295.3892	180.3175	253.0878	124.5136	47.9798	144.1229	687.7055	97.1357	543.9137	43.8116	120.7459	45.8036	67.9084	94.9796	93.0599	68.0359
919	225.1135	50.6743	193.5627	19.2998	16.5274	12.6173	12.4711	10.0545	33.8119	306.425	154.7059	7.3016	155.3	76.5747	34.1283	148.5041	65.4168	1.8265	23.4074	30.3186	12.0608	123.6575	101.2533	59.615	22.2642	80.1988	350.4697	40.7907	50.2366	57.8303	101.8519	32.4881	35.5594	98.1094	63.9685	138.9374	3.6265	81.4891	171.0144	43.0802	53.0583	67.6786	71.9192	31.5209	22.0844	92.8875	16.2476	99.1736	34.5294	43.2099	34.8558	124.5753	43.4993	185.3054	61.4196	51.4856	62.6549	205.7404	104.115	26.2016	21.5523	83.5783	32.9277	52.3944	161.1645	38.2728	143.6599	25.8206	179.5396	43.7151	56.4697	72.8627	188.98	43.5631	52.3869	88.5467	50.6007	1010.2064	144.3548	91.9365	94.4745	50.2071	24.8316	43.1187	166.9954	32.3786	303.5439	18.0723	57.8089	32.8708	40.2176	54.9525	45.7413	18.6136
4179	3019.6672	2956.273	2447.9467	12446.3838	2785.4192	3445.8104	3933.6824	3310.0126	4513.2006	2130.972	4699.3702	3456.1905	4797.905	3652.1202	1887.7467	2551.9644	2678.58	2666.21	2426.5674	4479.445	2985.8416	2023.0854	6000.6596	3484.9222	2672.0755	3810.1277	5155.2519	9294.6345	3626.5016	5426.7623	2309.5238	2463.5499	3772.7667	4436.3822	2488.3737	4509.3002	4438.35	4507.6946	1679.015	6220.7862	1488.6824	4319.8298	3193.5354	2275.0197	2708.4903	6117.3036	5205.029	2072.5436	5904.9402	4673.4568	7497.5962	12443.5636	4119.8647	4329.1984	5734.4278	2392.3376	5037.638	5551.743	4132.8706	2702.5491	4441.1404	5436.7913	4263.4216	3252.9577	3388.6254	2803.7291	2743.2201	4635.8862	1556.0102	13265.1637	7496.6343	4693.9092	2853.3698	3598.1795	3497.5201	5421.078	4831.4525	3256.2351	3971.0548	2786.0317	1534.9946	5019.2042	3604.798	5818.6651	5731.7554	1797.0112	929.8921	2560.7886	4382.2844	4123.4002	5176.8584	3517.6391	5451.1041	3534.6598
962	265.9607	84.5934	80.3552	38.1047	11.3855	39.1459	23.5033	33.5149	49.56	552.7183	293.0897	16.8254	112.9455	51.0498	43.9967	378.229	170.4029	13.6986	26.0082	83.2477	17.3047	280.2369	114.7757	95.384	55.4717	159.7121	485.7387	152.4945	142.7011	124.5251	207.672	139.065	65.0477	187.5319	152.245	340.3556	8.6129	164.7369	288.8331	80.2369	71.3543	82.7613	126.4646	113.4752	66.7789	653.9278	50.677	204.775	38.6895	144.4444	280.0481	523.9713	159.4973	332.5571	192.3708	109.9391	98.2646	537.0908	201.7848	6.6293	15.0048	151.617	108.0888	100.8451	207.4282	51.5211	249.206	56.0175	451.6624	155.8163	216.5295	230.3945	450.3643	74.4473	68.8159	168.9124	95.7408	34.9935	307.2641	121.3968	234.0195	82.8417	34.9327	60.2481	292.5707	54.7945	765.7935	56.9551	104.8951	30.1765	73.8421	61.7368	94.6372	25.6739
